Dimension: 7
0.500000	0.500000
0.299461	0.299461
0.134952	0.134952
0.000000	0.000000
0.269905	0.000000
0.000000	0.269905
0.269905	0.269905
0.463970	0.134952
0.329018	0.000000
0.598923	0.000000
0.329018	0.269905
0.598923	0.269905
0.134952	0.463970
0.000000	0.329018
0.269905	0.329018
0.000000	0.598923
0.269905	0.598923
0.463970	0.463970
0.329018	0.329018
0.598923	0.329018
0.329018	0.598923
0.598923	0.598923
0.700539	0.299461
0.536030	0.134952
0.401077	0.000000
0.670982	0.000000
0.401077	0.269905
0.670982	0.269905
0.865048	0.134952
0.730095	0.000000
1.000000	0.000000
0.730095	0.269905
1.000000	0.269905
0.536030	0.463970
0.401077	0.329018
0.670982	0.329018
0.401077	0.598923
0.670982	0.598923
0.865048	0.463970
0.730095	0.329018
1.000000	0.329018
0.730095	0.598923
1.000000	0.598923
0.299461	0.700539
0.134952	0.536030
0.000000	0.401077
0.269905	0.401077
0.000000	0.670982
0.269905	0.670982
0.463970	0.536030
0.329018	0.401077
0.598923	0.401077
0.329018	0.670982
0.598923	0.670982
0.134952	0.865048
0.000000	0.730095
0.269905	0.730095
0.000000	1.000000
0.269905	1.000000
0.463970	0.865048
0.329018	0.730095
0.598923	0.730095
0.329018	1.000000
0.598923	1.000000
0.700539	0.700539
0.536030	0.536030
0.401077	0.401077
0.670982	0.401077
0.401077	0.670982
0.670982	0.670982
0.865048	0.536030
0.730095	0.401077
1.000000	0.401077
0.730095	0.670982
1.000000	0.670982
0.536030	0.865048
0.401077	0.730095
0.670982	0.730095
0.401077	1.000000
0.670982	1.000000
0.865048	0.865048
0.730095	0.730095
1.000000	0.730095
0.730095	1.000000
1.000000	1.000000
