Dimension: 1.5
0.500000	0.500000
0.178320	0.178320
0.050661	0.050661
0.000000	0.000000
0.101323	0.000000
0.000000	0.101323
0.101323	0.101323
0.305979	0.050661
0.255317	0.000000
0.356640	0.000000
0.255317	0.101323
0.356640	0.101323
0.050661	0.305979
0.000000	0.255317
0.101323	0.255317
0.000000	0.356640
0.101323	0.356640
0.305979	0.305979
0.255317	0.255317
0.356640	0.255317
0.255317	0.356640
0.356640	0.356640
0.821680	0.178320
0.694021	0.050661
0.643360	0.000000
0.744683	0.000000
0.643360	0.101323
0.744683	0.101323
0.949339	0.050661
0.898677	0.000000
1.000000	0.000000
0.898677	0.101323
1.000000	0.101323
0.694021	0.305979
0.643360	0.255317
0.744683	0.255317
0.643360	0.356640
0.744683	0.356640
0.949339	0.305979
0.898677	0.255317
1.000000	0.255317
0.898677	0.356640
1.000000	0.356640
0.178320	0.821680
0.050661	0.694021
0.000000	0.643360
0.101323	0.643360
0.000000	0.744683
0.101323	0.744683
0.305979	0.694021
0.255317	0.643360
0.356640	0.643360
0.255317	0.744683
0.356640	0.744683
0.050661	0.949339
0.000000	0.898677
0.101323	0.898677
0.000000	1.000000
0.101323	1.000000
0.305979	0.949339
0.255317	0.898677
0.356640	0.898677
0.255317	1.000000
0.356640	1.000000
0.821680	0.821680
0.694021	0.694021
0.643360	0.643360
0.744683	0.643360
0.643360	0.744683
0.744683	0.744683
0.949339	0.694021
0.898677	0.643360
1.000000	0.643360
0.898677	0.744683
1.000000	0.744683
0.694021	0.949339
0.643360	0.898677
0.744683	0.898677
0.643360	1.000000
0.744683	1.000000
0.949339	0.949339
0.898677	0.898677
1.000000	0.898677
0.898677	1.000000
1.000000	1.000000
