Coordinates for Watts–Strogatz (WS)
-0.423306	0.273264
-0.559398	0.090536
-0.591374	0.035155
-0.448522	-0.102996
-0.786598	-0.114496
-0.742478	-0.219873
-0.902992	-0.269474
-0.927309	-0.359455
-1.000000	-0.432381
-0.994072	-0.517855
-0.948454	-0.582216
-0.863407	-0.600239
-0.770936	-0.583375
-0.676161	-0.544150
-0.580341	-0.495644
-0.485931	-0.420042
-0.379650	-0.352882
-0.287127	-0.242589
-0.164755	-0.191241
-0.078216	-0.011949
0.090601	-0.093896
0.026098	0.137859
-0.363155	0.512315
-0.056232	0.416117
-0.160330	0.603429
0.017373	0.511387
-0.125325	0.807810
-0.022265	0.744088
-0.010174	0.820487
0.078565	0.705196
0.054817	0.657642
0.127515	0.441546
0.136424	0.545796
0.186047	0.377288
0.134846	0.394655
0.193442	0.134729
-0.038438	-0.161161
0.089295	-0.361291
0.161180	-0.382306
0.278889	-0.459234
0.378497	-0.493863
0.480073	-0.496237
0.564748	-0.519417
0.612419	-0.399776
0.643177	-0.475170
0.582054	-0.187925
0.610050	-0.734319
0.543517	-0.886546
0.491347	-0.836984
0.400550	-0.815428
0.357000	-0.726613
0.303804	-0.620754
0.284601	-0.510324
0.244652	-0.345532
0.277330	-0.246543
0.311978	-0.150865
0.250167	0.046952
0.406089	-0.014420
0.322383	0.193851
0.325548	0.122767
0.147790	0.234326
0.241510	0.132732
0.282874	0.347986
0.360199	0.359111
0.219796	0.455923
0.488603	0.406739
0.650571	0.299854
0.618144	0.283024
0.529705	0.120112
0.654305	0.208138
0.449209	0.227983
0.485657	0.201681
0.228710	0.216546
0.350822	0.199037
0.056697	0.182535
0.089722	0.231316
-0.137254	0.245091
-0.023066	0.290909
-0.152989	0.345716
-0.205264	0.389566
-0.143743	0.455840
-0.335181	0.444511
-0.400321	0.421080
-0.494927	0.395530
-0.539699	0.291304
