Coordinates for Erdős–Rényi (ER)
0.065823	0.502354
-0.055571	0.294688
-0.570280	-0.242116
-0.467335	0.061913
0.091140	-0.280034
0.277363	0.648841
-0.377152	0.287432
-0.046536	-0.445387
-0.428707	-0.240518
0.398337	-0.191163
0.116781	-0.038777
0.073696	0.018515
0.268785	-0.098788
0.106492	0.243219
-0.348378	-0.393352
0.456650	0.643280
-0.131971	-0.385179
0.216835	0.211893
-0.915696	-0.205414
0.353648	0.289661
0.323092	0.566679
-0.302418	0.449640
-0.442839	-0.003293
0.381211	-0.474601
-0.066730	-0.573909
0.199269	-0.189617
0.237416	0.501508
0.165858	0.030100
0.355598	-0.039945
-0.029895	0.052271
0.122092	-0.448852
0.219691	0.255982
-0.144234	0.333997
-0.494989	0.497983
-0.848873	-0.004942
0.524603	-0.487476
-0.146650	0.086423
0.469713	-0.196847
0.503740	0.340253
-0.211887	0.245128
0.146055	0.124985
0.010081	-0.369103
-0.599199	-0.088570
0.150157	-0.178264
0.363656	-0.335655
0.725665	0.752551
-0.420356	0.336386
-0.513511	0.176782
-0.747151	-0.233056
-0.342900	-0.276592
-0.292965	0.702295
-0.431148	1.000000
0.435734	-0.041462
-0.151262	0.020991
-0.099413	-0.777616
0.288258	-0.418641
0.194964	0.132943
0.457402	0.355108
0.088687	-0.377413
0.282524	-0.234813
0.593640	-0.258347
-0.060026	0.174874
0.163649	-0.552993
-0.147892	-0.215608
-0.320352	-0.495936
-0.058539	0.004678
0.384125	0.631885
0.290263	0.133814
-0.218979	-0.066030
0.125070	-0.335865
-0.834049	-0.397718
0.339091	-0.122664
-0.040686	-0.643268
0.243263	0.411517
0.230732	-0.428388
0.076365	-0.213484
0.154090	-0.137455
0.513609	0.466264
-0.222794	-0.113238
0.034022	0.397187
-0.569082	-0.008442
0.372483	0.132499
0.048026	0.133253
-0.017126	-0.188530
-0.521875	-0.200412
